File Name,Quantity List
MILK_RAW_(cow)_5235.html,"['3.7\xa0—\xa04.9', -1, -1, -1, -1, '213000', '19000', '5000', '2.5\xa0—\xa03', '8.3\xa0—\xa014.6', '<16', '<0.002', '7.8\xa0—\xa010', '0.4\xa0—\xa00.8']"
RUSSIAN_CHEESES_5110.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.003\xa0—\xa00.006', -1, -1, '0.0015\xa0—\xa00.05', '0.0033\xa0—\xa00.036', '0.013\xa0—\xa00.08', -1, -1]"
KEFIR_5225.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0\xa0—\xa00.088', '0.526\xa0—\xa01.677', -1, '3.312\xa0—\xa07.508', '0.217\xa0—\xa01.405']"
CHEDDAR_CHEESE_(age_30_months)_4912.html,"['4100\xa0\xa010100', '800\xa0\xa02200', '8000\xa0\xa010800', '3000\xa0\xa03200', 'present', 'present', '10800\xa0\xa019400', '4200\xa0\xa05000', '2800\xa0\xa05500', 'present', 'present', '1800\xa0\xa02300', '3900\xa0\xa05500', 'present', '1100\xa0\xa01200', '1600\xa0\xa01800', '9800\xa0\xa010300']"
FETA_5103.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '41\xa0—\xa0868', '0\xa0—\xa0167', '17\xa0—\xa0824', '3\xa0—\xa0292', '5\xa0—\xa0146', '19\xa0—\xa0615', '20\xa0—\xa0320', '56\xa0—\xa0353', '141\xa0—\xa0818', '47\xa0—\xa0435', '177\xa0—\xa01278', -1, -1, -1, -1, -1, -1, -1]"
CHEDDAR_CHEESE_(age_18_months)_4911.html,"['3100\xa0\xa06200', '1700\xa0\xa01700', '6800\xa0\xa08000', '2500\xa0\xa03200', 'present', 'present', '10500\xa0\xa018400', '2500\xa0\xa03200', '2200\xa0\xa03400', 'present', 'present', '1300\xa0\xa02800', '2500\xa0\xa03900', 'present', '1000\xa0\xa01100', '1400\xa0\xa02400', '9400\xa0\xa010200']"
CHEDDAR_CHEESE_(age_11_months)_4913.html,"['910\xa0\xa02400', '0\xa0\xa00', '3000\xa0\xa04800', '2400\xa0\xa04900', '1700\xa0\xa01700', '550\xa0\xa05900', '8500\xa0\xa010700', '1600\xa0\xa04200', '550\xa0\xa02000', 'present', 'present', '630\xa0\xa05300', '2200\xa0\xa02200', 'present', '1100\xa0\xa05100', '660\xa0\xa01200', '5800\xa0\xa08800']"
BUTTERMILK_5270.html,"['0.0002', '0.07\xa0—\xa00.073', '0.003', '0.0005', '0.0005', -1, -1, -1, '3.1\xa0—\xa03.4', '0.002', -1, '0.001', '110', '850', '<60', '5890', '<2', -1, '10\xa0—\xa019', -1, -1, -1, -1, '0.0005', -1, '0.003', -1, -1, -1]"
MAASDAM_CHEESE_5126.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
SWISS_CHEESES_5000.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '3.5\xa0—\xa035.3', '0.8\xa0—\xa04.1', -1, -1, '0.2\xa0—\xa01.1', '0.1\xa0—\xa00.7', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.6\xa0—\xa02', -1, -1, -1, '0.06\xa0—\xa00.3', '0.064\xa0—\xa00.087', -1, -1, -1, -1, -1, -1, '0.6\xa0—\xa03.9', '0.1\xa0—\xa00.7', -1, -1, '0.098\xa0—\xa02.2', '0.06\xa0—\xa04.2', -1, -1, -1, -1, -1, '0.06\xa0—\xa01.5', -1, '0.00023\xa0—\xa00.0005', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0\xa0—\xa0314', '19\xa0—\xa04370', '0.7\xa0—\xa06210', '0.9', '2412\xa0—\xa0173000', '13\xa0—\xa01880', '12\xa0—\xa0100', 'trace\xa0—\xa0500', '0\xa0—\xa086', '1.2\xa0—\xa012.8', '1.2\xa0—\xa0510', -1, '6\xa0—\xa0310', -1, '6', '16\xa0—\xa0700', -1, '2', '13\xa0—\xa01060', -1, '58\xa0—\xa01337', -1, '84', '193\xa0—\xa04262', -1, '66', '97\xa0—\xa02340', '363\xa0—\xa02026', '47\xa0—\xa0272', '62\xa0—\xa0175', '3', '149', '30', '28', '1381', -1, -1, '6', -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.026\xa0—\xa01', -1, -1, '<0.0001\xa0—\xa00.0009', -1, -1, '0.1\xa0—\xa04.1', '0.062\xa0—\xa00.142', -1, -1, -1, -1, -1, -1, -1, '0.927\xa0—\xa01.332', -1, -1, -1, '194', -1, -1, -1, -1, -1, -1, -1, '166', '205', -1, '0.026\xa0—\xa00.04', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.0005\xa0—\xa00.001', -1, '0.06\xa0—\xa00.18', -1, -1, '0.015\xa0—\xa00.033', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.141\xa0—\xa00.222', '0.824\xa0—\xa02.035', -1]"
SHEEP_CHEESE_5115.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '32\xa0—\xa018180', '2.5\xa0—\xa03.2', '20.4\xa0—\xa022.6', '0.08\xa0—\xa02.16', '0.66', '0.78', '40.7\xa0—\xa07230', '0.13\xa0—\xa01.2', '0.18\xa0—\xa00.75', '0.51\xa0—\xa010.9', '0.06\xa0—\xa00.65', '0.28\xa0—\xa00.31', '38.3\xa0—\xa07577', '0.08\xa0—\xa02.8', '0.08\xa0—\xa00.28', '0.13\xa0—\xa00.19', '0.09\xa0—\xa00.22', '0.64\xa0—\xa013.5', '0.07\xa0—\xa01.17', '88.4\xa0—\xa023200', '2.56\xa0—\xa053.3', -1, '0.08\xa0—\xa00.72', '0.03\xa0—\xa01.59', -1, -1, -1, -1]"
SKIM_MILK_POWDER_(cow)_5265.html,"['0.003', '0.0007', '0.0008', '0.002', '0.0008', '0.0005', '0.013', -1, '0.0008', '0.0011', -1, '0.014', '0.0013', '0.0043', '0.005', '0.0018', '0.0014', '0.0027', -1, '0.001', '0.0006', '0.052', '0.0012', -1, -1, '0.0023', '0.0019', '0.006', '0.0014', '0.0013', '0.0009', '0.0023', '0.011', '0.037', '0.0013', '0.001', '0.002', '0.012', '0.057', '0.015', '0.0069', '0.001', '0.004', '0.0054', '0.0017', '0.0029', '0.002', '0.0109\xa0—\xa00.011', -1, '0.0027', '0.00292\xa0—\xa00.003', '0.00119\xa0—\xa00.0012', '0.00046\xa0—\xa00.0005', '0.00126\xa0—\xa00.0013', -1, '0.0011\xa0—\xa00.002', -1, '0.00269\xa0—\xa00.0027', -1, '0.00269\xa0—\xa00.0027', '0.0035\xa0—\xa00.00352', -1, -1, '0.02494', '0.001', '0.0027\xa0—\xa00.00274', '0.00278\xa0—\xa00.0028', '0.0041\xa0—\xa00.00411', -1, '0.0011', '0.0085', -1, '0.0023\xa0—\xa059.4', -1, '0.00147\xa0—\xa00.0015', '0.00185', '0\xa0—\xa00.68', '0.6\xa0—\xa03', -1, '0.0017\xa0—\xa00.00171', '0.05\xa0—\xa01.5', '0.0005\xa0—\xa00.00052', '0.00206\xa0—\xa00.0021', '0.13\xa0—\xa05', -1, '0.0021\xa0—\xa00.00214', '0.0047\xa0—\xa00.02747', '0.0275', '0.0186', '0.0067', '0.00148\xa0—\xa00.0015', '0.003\xa0—\xa00.00302', '0.0051', '0.01068\xa0—\xa00.011', '0.0016', '0.0001\xa0—\xa00.2', '1\xa0—\xa02.66', -1, -1, '0.0012', -1, '0.0088', -1, -1, '0.0014', '0.0006', -1, '0.0015', '0.0019', -1, '0.0081', '0.0019', '0.0014', '0.012', '0.024', '0.01', '0.0013', -1, '0.05\xa0—\xa00.5', '0.0037', -1, '0\xa0—\xa00.01', '0.0014', '1.14\xa0—\xa0280', '0.05\xa0—\xa00.08', '0.22\xa0—\xa0127', '10.8\xa0—\xa018570', -1, -1, '0.04\xa0—\xa043', '0.0356\xa0—\xa06770', -1, -1, '0.406\xa0—\xa03790', '0.02\xa0—\xa00.1', '1.47\xa0—\xa03140', -1, '0.118', '0.001\xa0—\xa01.9', '0.015', -1, '0.03', '2.3', '0.192', '0.0064', '0.0612', '0.18', '0.0056', '1.77', '0.18', '0.0105', '0.017', '0.012', '0.078', '0.28', '0.03\xa0—\xa075', '0.0003\xa0—\xa00.5', '0.0034', '0.00937\xa0—\xa00.0094', '0.00173', '0.0016\xa0—\xa00.00163', '0.0039\xa0—\xa00.00391', '0.00927\xa0—\xa00.0093', '0.0038\xa0—\xa00.02494', '0.028\xa0—\xa023', '0.0007\xa0—\xa02.87', '0.038\xa0—\xa09.25', '0.06', '0.016', '0.0267', -1, '0.039', '0.0145', '0.0038', -1, -1, '0.00065\xa0—\xa00.0007', '0.0014\xa0—\xa00.00143', '0.00278\xa0—\xa00.0028', -1, '0.01375\xa0—\xa00.0138', '0.0036', -1, '0.0011', '1.93\xa0—\xa02.94', '0.37\xa0—\xa01.1', '0.0167', -1, '0.0088\xa0—\xa00.46', -1, '0\xa0—\xa00.03', '0.00163', -1, '0.0008', '0.0012\xa0—\xa00.00123', '0.0023\xa0—\xa00.00234', '0.0037\xa0—\xa00.00374', '0.01048\xa0—\xa00.0195', '0.0016', '0.0025', '0.0042\xa0—\xa07.61', '0.0051', '0.057', '1.27', '0.0026', -1, '0.0001\xa0—\xa04', '0.0225\xa0—\xa014.5', -1, '0.001', '0.002\xa0—\xa0104', '0.0066']"
MILK_RETORT_STERILIZED_(cow)_5234.html,"['0.098\xa0—\xa00.178', '0.005\xa0—\xa00.018']"
BRIE_5112.html,"['0.07', '0.06', '0.12\xa0—\xa00.14', '0.02\xa0—\xa02.9', '0.4\xa0—\xa05.6', '0.12\xa0—\xa00.41', '0.11\xa0—\xa00.15', '0.18\xa0—\xa08.4', '0.004', '0.01', 'trace', '0.06', '2.5\xa0—\xa015', '0.1\xa0—\xa00.33', '0.034', 'trace', '3.14\xa0—\xa08.4', '0.42\xa0—\xa03.65', '0.4\xa0—\xa00.88', '0.03', 'trace', '256\xa0—\xa0701', '0\xa0—\xa027', '0\xa0—\xa015', '48\xa0—\xa0301', '1\xa0—\xa068', '0\xa0—\xa024', '1\xa0—\xa0145', '19', '44', '74', '255', '839', 'trace', '0.012', '0.02\xa0—\xa03.44', '0.01', '0.35', '0.03', '0.03', '0.004', '0.02']"
GOUDA_CHEESE_5123.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
CHEDDAR_CHEESE_4900.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.019\xa0—\xa00.63', '0.045\xa0—\xa00.11', '0.051\xa0—\xa00.2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0\xa0—\xa0620', '0.5\xa0—\xa011', -1, -1, -1, '0.1\xa0—\xa036', -1, -1, -1, '1\xa0—\xa091', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.12\xa0—\xa00.27', -1, '0.01\xa0—\xa00.6', '1', '0.1\xa0—\xa07.5', '2.6', -1, -1, -1, 'trace', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.042\xa0—\xa00.14', -1, -1, '0.02\xa0—\xa010', '0.1\xa0—\xa08.5', '0.1\xa0—\xa067.1', '0.13\xa0—\xa040', '0.21\xa0—\xa04.2', '0.1\xa0—\xa03', -1, -1, -1, '0.3\xa0—\xa00.9', -1, '0.58\xa0—\xa06.6', -1, -1, -1, '0.2\xa0—\xa01.7', '0.15\xa0—\xa01.5', -1, -1, '0.11\xa0—\xa02.1', '0.059\xa0—\xa02.3', -1, -1, -1, -1, '420', '90\xa0—\xa02440', '0\xa0—\xa03240', -1, '5140\xa0—\xa012300', '26\xa0—\xa063', '0.034\xa0—\xa01439', '15.4', '0.3', '1.6', -1, '0.83\xa0—\xa03.7', -1, -1, '0.27\xa0—\xa0304', '0.05', '0.08', -1, '0.25', '0.05', '0.11', '0.74\xa0—\xa0250', '0.11', '0.032\xa0—\xa00.64', '2\xa0—\xa0218', '2.37', '0.12\xa0—\xa00.63', '0.07', '0.07', '0.03\xa0—\xa00.13', '0.89\xa0—\xa081', -1, -1, '0.71\xa0—\xa0265', '0.087\xa0—\xa00.45', -1, '0.22\xa0—\xa0503', '0.017\xa0—\xa024', -1, '140\xa0—\xa0179', '467', '360\xa0—\xa0484', '69', '13\xa0—\xa044', '40', '17\xa0—\xa035', -1, -1, -1, -1, '0.001\xa0—\xa00.4', -1, -1, -1, '0.2\xa0—\xa00.8', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.12\xa0—\xa01.2', -1, -1, -1, -1, -1, -1, -1, '0.02\xa0—\xa00.13', -1, -1, '0.01\xa0—\xa00.08', -1, '0.013\xa0—\xa00.13', -1, -1, -1, -1, -1, -1, -1, -1, '0.098\xa0—\xa02.35', '0.263\xa0—\xa00.268', -1, '0.022\xa0—\xa00.48', '0.15\xa0—\xa00.32', -1, '0.087\xa0—\xa00.25', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '1\xa0—\xa0350', '1\xa0—\xa0520', '50\xa0—\xa0580', '70\xa0—\xa0310', '100\xa0—\xa018500', -1, '0.0038\xa0—\xa00.0052', 'trace', '0.557\xa0—\xa00.705', '0.108\xa0—\xa00.187', '0.003\xa0—\xa00.03', -1, -1, -1, '0.45\xa0—\xa00.8', -1, -1, -1, -1, -1, '0.003\xa0—\xa00.1', -1, -1, '0.033\xa0—\xa00.071', '0.046\xa0—\xa00.08', '0.0003\xa0—\xa00.0011', -1, '0.0019\xa0—\xa00.013', '0.0012\xa0—\xa00.0031', '0.00096\xa0—\xa00.0032', -1, -1, -1, -1, -1, -1, -1, '0\xa0—\xa00.15', -1, '0.03\xa0—\xa00.07', -1, '0.069\xa0—\xa00.14', -1, -1, -1, '0.052\xa0—\xa00.132', '0.052\xa0—\xa00.16', -1, -1]"
"CREAM_CHEESE_(cholesterol-removed,_4_weeks_old)_5133.html","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
CHEDDAR_CHEESE_(age_12_months)_4906.html,"['3700\xa0\xa08300', '1\xa0\xa0520', '1\xa0\xa0310', '260\xa0\xa0850', '1\xa0\xa0130', '510\xa0\xa01850', 'trace', '300\xa0\xa06100', '2200\xa0\xa05200', '2500\xa0\xa03700', '1\xa0\xa01300', '< 0\xa0\xa0< 0', '8800\xa0\xa012000', '2\xa0\xa04200', 'trace', '1\xa0\xa03100', '1200\xa0\xa06400', '1300\xa0\xa01800', '1000\xa0\xa01600', '1\xa0\xa04300', '1000\xa0\xa02700', '1\xa0\xa01500', '1\xa0\xa0800', '1200\xa0\xa07200', '0\xa0\xa01100']"
MILK_EHP_TREATED_(cow)_5232.html,"['0\xa0—\xa00.036', '0\xa0—\xa00.002']"
GOAT'S_MILK_5280.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
GHEE_5255.html,"['0\xa0—\xa00.01', -1, '0.037', '0\xa0—\xa00.01', '0\xa0—\xa00.002', -1, '0\xa0—\xa00.02', -1, '0\xa0—\xa00.075', '0\xa0—\xa00.01', -1, -1, '0\xa0—\xa00.02', -1, '0\xa0—\xa00.016', -1, '0\xa0—\xa00.055', '0.002\xa0—\xa00.11', '0\xa0—\xa00.01', '0\xa0—\xa00.002', -1, '0.004\xa0—\xa00.02', -1, '0.008\xa0—\xa00.051', '0\xa0—\xa00.045', -1, '0.003\xa0—\xa00.047', -1, '0.001\xa0—\xa00.03', '0.006\xa0—\xa00.174', '0\xa0—\xa00.031', '0\xa0—\xa00.015', '0\xa0—\xa00.152', '0\xa0—\xa00.08', '0\xa0—\xa00.032', '0\xa0—\xa00.001', -1, -1, '0\xa0—\xa00.006', '0\xa0—\xa00.03', '0.001\xa0—\xa00.007', '0\xa0—\xa00.005', -1, '0.001\xa0—\xa00.024', '0\xa0—\xa00.006', '0.002\xa0—\xa00.046', '0\xa0—\xa00.003', '0\xa0—\xa00.01', '0\xa0—\xa00.03', '0\xa0—\xa00.01', -1, -1, '0\xa0—\xa00.05', -1, '0.002\xa0—\xa00.04', '28\xa0—\xa0240', -1]"
SOUR_CREAM_(fat_free)_5224.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
CHEDDAR_CHEESE_(age_2_months)_4902.html,"['1700\xa0\xa01700', '160\xa0\xa0160', 'trace', '220\xa0\xa02500', 'trace', '890\xa0\xa0890', 'trace', 'trace', '500\xa0\xa0740', '1100\xa0\xa02000', 'trace\xa0\xa01200', 'trace\xa0\xa0120', '1500\xa0\xa04200', '670\xa0\xa0800', 'trace', 'trace', '3500\xa0\xa03500', 'trace\xa0\xa0900', '700\xa0\xa0700', '600\xa0\xa0600', 'trace\xa0\xa04800', 'present', '250\xa0\xa0300', 'trace', 'trace', 'trace', '1900\xa0\xa01900']"
PARMIGIANO_REGGIANO_CHEESE_5120.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
MONTBELIARDE_CHEESE_5122.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
EMMENTAL_CHEESE_(half-ripe)_5129.html,"['1900', '6800', '210', '30', '40', '30', '50', '<10', '50', '<10', '100', '20', '240', '40', '40', '110', '<10']"
CAMEMBERT_5101.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '<0.1', '1', -1, -1, -1, -1, -1, -1, -1, -1, '<0.1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.075\xa0—\xa00.13', -1, -1, '0.13\xa0—\xa01', '0.015\xa0—\xa00.025', -1, '0.094\xa0—\xa00.142', '0.124\xa0—\xa00.144', -1, -1, -1, -1, -1, -1, '0.074\xa0—\xa00.11', -1, -1, -1, -1, -1, -1, -1, -1, '0.0021\xa0—\xa00.0022', -1, '5', -1, '0.18\xa0—\xa00.7', -1, -1, -1, -1, '0.2', '58.8\xa0—\xa0734', '0.7\xa0—\xa034', '0.9\xa0—\xa014', '35\xa0—\xa0375', '1\xa0—\xa0120', '1.2\xa0—\xa02.3', '1.2\xa0—\xa0290', '14\xa0—\xa070.1', '35\xa0—\xa0218.8', '43', '69', '270', '6\xa0—\xa07', -1, -1, -1, '0.25\xa0—\xa01', -1, -1, -1, -1, -1, -1, '0.1', -1, -1, -1, -1, -1, -1, -1, '5', -1, '0.91\xa0—\xa01.08', -1, '12', '4', '2', -1, -1, '0.2', -1, -1, -1, '0.2', -1, -1, -1, -1, '1', '0.0014\xa0—\xa00.0032', -1, -1, -1, -1, -1, -1, '0.26\xa0—\xa00.275', '0.25\xa0—\xa00.41', -1, -1, -1, '0.0084\xa0—\xa00.0101', '0.25\xa0—\xa00.36', -1, -1, -1, '0.027\xa0—\xa00.125', '0\xa0—\xa00.123', '0.00167', '0.4', -1, -1, '0.4', -1, -1, -1, -1, -1, -1, -1, -1, '0.3']"
YOGURT_5220.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.2\xa0—\xa075', -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.7\xa0—\xa076', -1, -1, -1, -1, '0.016', -1, -1, '0.001', '0.001', -1, -1, -1, -1, -1, '0.18\xa0—\xa058', '0\xa0—\xa07', '13.5\xa0—\xa028', '0.2\xa0—\xa017.3', '0.011', -1, -1, -1, -1, -1, '0.005', -1, -1, -1, -1, -1, -1, -1, -1, '<40', '1.7\xa0—\xa0226.8', 'trace\xa0—\xa0120', -1, '14550', '24', '0.8\xa0—\xa023.3', '0.3\xa0—\xa013.1', '0.6\xa0—\xa011.4', '0.46\xa0—\xa043.7', -1, '0.4\xa0—\xa023.1', -1, '0.2\xa0—\xa056.7', '11.6\xa0—\xa056', -1, '0\xa0—\xa01.6', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.003', '0.0001', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
CREAM_CHEESE_(fresh)_5130.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
SOUR_CREAM_(full_fat)_5221.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
SOUR_CREAM_(reduced_fat)_5222.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
BUTTER_5210.html,"[-1, -1, -1, '0.17', -1, '0.006\xa0—\xa00.009', '<0.009', '0.006\xa0—\xa00.009', '<0.009', '<0.009', '0.006\xa0—\xa01', '<0.009', '<0.009', '<0.009', '<0.009', '<0.009\xa0—\xa00.01', '<0.009', '<0.009', -1, '0.09', '<0.009', '0.17', '0.17', '0.09', -1, -1, -1, '0.43', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.0005', '0.011', '0.007', -1, -1, -1, '0.003', '0.004', '0.002', '0.005', '0.0006', -1, -1, -1, -1, '<0.009', '0.53', '0.43', -1, '<0.05', '<0.01', -1, '<0.2', '<0.05', '<0.01', '<0.01', '<0.2', -1, -1, -1, '<0.2', '0.26', '<0.01', -1, '<0.5', '<0.05', -1, -1, -1, -1, -1, '<0.01', '<0.05', '<0.05', '0.01', -1, -1, -1, -1, -1, '0.026\xa0—\xa00.45', '0.037\xa0—\xa00.257', -1, '0.03\xa0—\xa00.06', '0.005', '0.04\xa0—\xa00.6', '0.004', '0.02\xa0—\xa00.5', -1, '<0.009\xa0—\xa00.2', -1, '0.03\xa0—\xa01.1', -1, '<0.009', '<0.05', '0.0015', '0.26', '0.005\xa0—\xa00.12', -1, '<0.009', '0.01\xa0—\xa00.17', -1, -1, '0.005\xa0—\xa00.008', -1, -1, '0.01\xa0—\xa00.34', -1, -1, '0.68', -1, -1, '0.08', -1, -1, '<0.009', '0.43', '0.26', '0.002', -1, -1, -1, -1, '0.13', '0.16', '<2', -1, -1, '<0.01\xa0—\xa01.25', '0.14\xa0—\xa00.95', '0.43', '0.001', -1, '<0.05', '0.004', '<0.009', -1, '0.005\xa0—\xa02.91', -1, -1, '<0.009\xa0—\xa00.2', -1, '0.001', -1, -1, '0.025\xa0—\xa02.3', -1, '0.08\xa0—\xa00.2', '0.02\xa0—\xa03.14', '<0.05', -1, '<0.01\xa0—\xa00.43', -1, '0.09', -1, '0.68', -1, -1, '1.5', -1, -1, -1, -1, -1, '57', '2.2', -1, 'trace\xa0—\xa0115', -1, 'trace\xa0—\xa075', '0.23', 'trace\xa0—\xa092', '0.8', '21\xa0—\xa0246', '2.61', -1, -1, '37.4\xa0—\xa0253', '84\xa0—\xa0580', -1, -1, -1, -1, '267\xa0—\xa02261', -1, -1, -1, -1, -1, '160\xa0—\xa0327', -1, '420\xa0—\xa01410', -1, -1, -1, 'trace\xa0—\xa03.5', -1, '0.99', -1, '0.01', '<1\xa0—\xa02', '<1', -1, -1, -1, '0.01', -1, '0.02', -1, -1, '0.03\xa0—\xa00.05', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '<0.2', -1, -1, -1, '<0.01\xa0—\xa00.85', -1, -1, '0.21', '<0.05', -1, '<0.009\xa0—\xa00.5', '<0.05\xa0—\xa07.95', -1, -1, -1, '0.06\xa0—\xa00.26', -1, -1, -1, -1, -1, -1, -1, '0.05\xa0—\xa00.2', '0.1\xa0—\xa00.5', -1, '0.3\xa0—\xa01.5', '2.55\xa0—\xa024.2', -1, -1, -1, -1, '1.3', '0.9', '<0.009\xa0—\xa00.4', '3\xa0—\xa030.6', -1, -1, '2.6', '<0.009\xa0—\xa03.4', '<0.009\xa0—\xa00.9', '6\xa0—\xa010.6', '<0.009', '0.041\xa0—\xa00.108', '0.138\xa0—\xa00.19', -1, '0.0001\xa0—\xa00.002', -1, -1, -1, -1, -1, -1, -1, -1, '0.0011\xa0—\xa00.28', '0.002\xa0—\xa01.1', '0\xa0—\xa00.006', '0.009\xa0—\xa00.15', '0.0016\xa0—\xa00.02', '0.0014\xa0—\xa00.037', '0.05', -1, '0.005', -1, '0.008\xa0—\xa00.019', '0.002\xa0—\xa00.009', '0.002\xa0—\xa00.003', -1, -1, '0.002\xa0—\xa00.009', -1, -1, '3\xa0—\xa024', '9\xa0—\xa072', '6\xa0—\xa019', '23\xa0—\xa0139', '8\xa0—\xa030', '34\xa0—\xa0208', -1, -1]"
BUTTER_(heated)_5250.html,"[-1, '1.6', '0.8', '24.1', '1.5', '28.8', '1.7', '4.3', '1.6', '0.09', '4.6', '1.9', '2.2', '4', '0.26', '0.09', '0.26', '3.5', '0.4', '0.26', '0.17', '2.5', '0.34', '0.43', '0.8', '1.9', '0.43', '0.17', '2.3', '0.17', '0.43', '0.7', '0.17', '0.09', '1.4', '0.09', '1.9', '<0.009', '0.17', '0.5', '0.26', -1, -1, -1, '0.9', '2.6', -1, -1, '7.2', '9.4', -1, -1, -1, -1, -1, -1, '1.1', -1, -1, '6', -1, '8.4', '34.4', '28', -1, '5.8', '15.1', '34.8', '20.7', '56.7', '22.8', '1.5', '2.9', '11.1', -1, '65.4', '7.7', '24.4', '8.6', '66.1', '8.5', '2.9', '8', '2.4', '7', '3.7', '6.9', -1, '0.7', -1, -1, -1, -1, '0.94', -1, '0.34', '10.3', '0.8', '3.5', -1, '6.9', -1, '2.5', '3.9', '8.4', '1.4', '1.8', -1, '11.9', -1, '2.5', -1, '30.1', -1, '3.7', '0.26', '8.7', '1.1', '2', '0.77', '274', '8', '1.6', -1, -1, '0.5\xa0—\xa01.5', -1, '0.5\xa0—\xa01', -1, '0.5\xa0—\xa01', -1, -1, -1, '3.6', '5.6', '3.1', '5.2', -1, '3.8', '5.8', -1, '4.3', '5.3', '7.8', '2.3', '1', '4.7', '14.8', '2', '2.2', '6', '15', '2', '1.3', '16.7', '10.1', '<0.009', '<0.009', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '5\xa0—\xa015']"
GRUYERE_CHEESE_5125.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
