File Name,Quantity List
APPLE_FRESH_(Fuji)_27619.html,"[-1, 'trace', '1', -1, -1, '0.015', -1, '0.007', '0\xa0—\xa00.1', '0.006\xa0—\xa00.3', -1, '0.054\xa0—\xa00.85', '0.31', '0.002\xa0—\xa00.01', '0.032\xa0—\xa08.99', '0.02\xa0—\xa00.4', '1.56\xa0—\xa03.22', '<0.01', '0.029\xa0—\xa00.04', -1, '0.11\xa0—\xa00.78', '0.03', -1, -1, -1, '0.03\xa0—\xa00.52', -1, '0.18\xa0—\xa01.34', -1, '0.01', -1, '<0.005', -1, '<0.005\xa0—\xa00.01', -1, '0.01', -1, -1, -1, -1, '<0.005\xa0—\xa00.06', -1, -1, -1, '0.12', '<0.001', '<0.001\xa0—\xa00.006', '0.01\xa0—\xa00.014', 'trace\xa0—\xa00.08', '0.02\xa0—\xa05.13', '<0.001\xa0—\xa00.24', '0.1\xa0—\xa016.52', '<0.001\xa0—\xa00.11', -1, '0.02\xa0—\xa01.41', '<0.005', -1, '0.002', -1, -1, -1, '0\xa0—\xa00.23', -1, '0.003', 'trace\xa0—\xa00.014', '0.004', '0.01', 'trace\xa0—\xa00.003', -1, -1, -1, '<0.001\xa0—\xa00.13', 'trace\xa0—\xa00.51', '0.005', 'trace\xa0—\xa02.97', -1, 'trace\xa0—\xa00.32', -1, -1, '<0.001\xa0—\xa00.2', '0.013', 'trace\xa0—\xa00.005', -1, '<0.005\xa0—\xa00.098', -1, -1, -1, -1, -1, -1, -1, -1, 'trace', '0.01\xa0—\xa00.13', 'trace\xa0—\xa00.004', 'trace', 'trace\xa0—\xa00.03', 'trace\xa0—\xa00.026', -1, -1, -1, '0.004', -1, 'trace', -1, -1, 'trace']"
APPLE_FRESH_(Ruixue)_27625.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
ORLANDO_TANGELO_(dancy_mand_duncan+grapefr_hybrid)_543.html,"['12\xa0—\xa019', '120\xa0—\xa0296', '1.9\xa0—\xa06.9', '0\xa0—\xa00.01', '0.05\xa0—\xa00.18', '0.01\xa0—\xa00.13']"
APPLE_FRESH_UNRIPE_(Ruixue)_27626.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
VITIS_LABRUSCA_L._920.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.07', -1, -1, -1, '0.05', '0.01', '0.49', -1, '0.02', -1, -1, -1, -1, -1, -1, -1, -1, '0.02', '0.01', '0.22\xa0—\xa00.69', -1, -1, '0.22', -1, '0.93', -1, -1, -1, -1, -1, -1, '0.02', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.01', -1, '0.01', -1, '0.0002\xa0—\xa00.006', -1, -1, -1, '0.03', -1, -1, '0.02', '0.04', '0.04', -1, '0.27', -1, '0.26', '0.04', '0.92', '0.36', '0.02', '0.9', '0.5', '2.1', '2.9', '0.06', '0.02', '0.04', -1, '0.02', -1, -1, -1, '0.01', -1, -1, '0.01', -1, -1, -1, '0.062\xa0—\xa00.1', -1, '0.01', -1, -1, '0.33', -1, -1, '0.0026\xa0—\xa00.02', '0.03', '0.43', '1', -1, -1, -1, -1, '0.017\xa0—\xa00.1', -1, -1, -1, -1, -1, '0.01', '0.01', -1, -1, '0.02', -1, '0.01', -1, -1, -1, -1, '0.01', '0.02', '0.1', '0.08', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.01', '0.02', -1, -1, '0.3\xa0—\xa04.1', '0.03', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.15', -1, -1, -1, -1]"
VITIS_ROTUNDIFOLIA_930.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
APPLE_FRESH_(Jonagold)_27615.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
BULLOCK'S_HEART_(Annona_reticulata_L.)_25600.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
GRAPEFRUIT_OIL_(Citrus_paradisi)_508.html,"[-1, -1, -1, '2200', '98', '789\xa0—\xa04000', '13700\xa0—\xa034100', '88\xa0—\xa0200', '95', '1000', '197\xa0—\xa08400', '<100\xa0—\xa06600', '98\xa0—\xa01400', '98\xa0—\xa08000', '98\xa0—\xa03100', '834000\xa0—\xa0960000', -1, '<500', '600', '<500', '666\xa0—\xa02000', '<100\xa0—\xa01000', -1, '1800\xa0—\xa016100', '197\xa0—\xa06000', '<98\xa0—\xa01700', '98\xa0—\xa0100', '1000\xa0—\xa010400', '<100', '700\xa0—\xa04000', -1, '82', '<100', '1000', '2000\xa0—\xa07000', '600', '904\xa0—\xa01000', '600\xa0—\xa03000', '100\xa0—\xa0200', -1, -1, '<98\xa0—\xa03700', -1, -1, -1, -1, -1, '<100', '100', -1, '400\xa0—\xa03000', '200', '800', -1, -1, '<100\xa0—\xa0500', '700', '1000\xa0—\xa016800', -1, '400\xa0—\xa02600', '700', -1, -1, '500', -1, -1, '300', -1, -1, -1, -1, -1, '400', -1, '<500', -1, 'trace', -1, -1, '2000\xa0—\xa08100', '400\xa0—\xa01400', -1, -1, -1, '1000\xa0—\xa06000', -1, -1, -1, '<100', '200\xa0—\xa02100', '500', '1000', '800\xa0—\xa02000', '600\xa0—\xa01100', '200\xa0—\xa01000', -1, '200\xa0—\xa0300', '200\xa0—\xa02000', -1, -1, -1, -1, -1, -1, -1, '200\xa0—\xa0800', '<500', '100\xa0—\xa08300', -1, -1, -1, -1, -1, '500\xa0—\xa01000', -1, '100\xa0—\xa01500', '400\xa0—\xa0500', '400\xa0—\xa01300', '100\xa0—\xa02200', -1, '100', -1, '<100', -1, -1, -1, '<100', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '900', '500', '7600', '3500', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
RAISIN_990.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
CHINESE_QUINCE_PEEL_23020.html,"['3.07', '0.02', '0.38', '0.03', '0.22', '0.06', 'trace', '0.06', '0.03', '0.03', -1, '0.03', '0.02', '0.02', '0.03', 'trace', '0.02', '0.19', '0.02', '0.02', '0.22', '0.1', '0.43', -1, '0.05', '0.02', '0.06', '0.13', '0.02', 'trace', '0.13', '0.06', '0.1', '0.02', -1, -1, '0.14', -1, '0.66', '0.35', '0.02', '0.1', '0.1', '0.35', '0.02', '0.22', '0.06', '0.88', '0.11', '0.55', '2.04', '0.06', '0.05', '0.1', '0.06', '0.1', '0.06', '0.22', '0.28', '0.06', '0.55', '0.81', '0.02', '0.02', '0.05', '0.1', '0.14', '0.13', '0.02', '0.02', '0.13', -1, '0.02', 'trace', '0.06', 'trace', '0.03']"
CUPUACU_(Theobroma_grandiflorum_Spreng.)_13600.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"DALIEB,_PALMYRA_PALM_FRUIT_(Borassus_aethiopum_L.)_19500.html","['28', '970', '69', '86', '4', -1, -1, -1, -1, -1, -1, '737', '84', '25', '58', '5', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
PERSIAN_LIME_OIL_557.html,"['1100', '1300', '10300', '700', '4700', '148200', '7900', '417900', '12100', '93700', '3700', '11300', '5100', '7400', '58200', '42100', '10500', '31700', '18500', '19100', '26900', '6600']"
DURIAN_(Durio_zibethinus)_8700.html,"[-1, -1, -1, '0.56\xa0—\xa01.09', -1, -1, '0.02', '0.1064', '0.0553', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.2047', '0.0537', -1, -1, '0.1275', -1, '0.0484\xa0—\xa00.69', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.0386\xa0—\xa00.93', '0.09\xa0—\xa00.56', -1, '0.202\xa0—\xa00.97', '1.5705\xa0—\xa078.5', '0.2132\xa0—\xa024.95', -1, '0\xa0—\xa00.73', -1, -1, '0.212\xa0—\xa00.52', '0.1363', -1, '0\xa0—\xa00.45', '0.04\xa0—\xa02.22', '0.0507\xa0—\xa00.95', '0\xa0—\xa00.14', -1, '0.12933\xa0—\xa04.07', -1, '0.021\xa0—\xa062.2', -1, '0.3279\xa0—\xa012.67', -1, '0.0764\xa0—\xa00.32', '0\xa0—\xa00.38', -1, -1, -1, -1, -1, '0\xa0—\xa01.7', '0\xa0—\xa05.52', '0.31\xa0—\xa00.58', -1, '0.15\xa0—\xa00.25', '0\xa0—\xa00.22', '0.26\xa0—\xa00.55', -1, '0.001', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.7599\xa0—\xa05.48', -1, -1, -1, -1, -1, -1, -1, -1, '0.3309\xa0—\xa013.96', -1, -1, -1, -1, -1, -1, -1, -1, '0.06427\xa0—\xa00.71', '0\xa0—\xa00.27', '0.1821', '2.1306\xa0—\xa040.85', -1, '0\xa0—\xa00.33', '0.4474\xa0—\xa09.04', '0.11\xa0—\xa01.03', -1, -1, -1, -1, '1.1831\xa0—\xa014.68', '0.68\xa0—\xa01.73', -1, '0.0365\xa0—\xa00.16', -1, -1, -1, '0.14\xa0—\xa00.66', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0\xa0—\xa00.34', '0.06\xa0—\xa00.32', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.3987\xa0—\xa01.71', '0.3712\xa0—\xa01.74', -1, -1, -1, -1, -1, -1, -1, -1, '0.03', -1, -1, -1, -1]"
APPLE_FRESH_(Golden_Delicious)_27614.html,"['trace\xa0—\xa00.001', '0.005\xa0—\xa00.05', -1, -1, -1, -1, '<0.001\xa0—\xa00.02', '0.002\xa0—\xa01.2', '<0.001\xa0—\xa00.1', '0.25', '<0.001\xa0—\xa00.02', -1, -1, '<0.001\xa0—\xa05.82', '<0.001\xa0—\xa00.2', '0.62\xa0—\xa01.69', '0.01', -1, '0.05\xa0—\xa00.3', -1, -1, -1, -1, 'trace\xa0—\xa00.65', 'trace\xa0—\xa00.9', -1, '0.01', -1, -1, -1, -1, '0.03', '0.03', 'trace\xa0—\xa00.03', -1, -1, '<0.001', '<0.001\xa0—\xa00.01', '0.001\xa0—\xa00.06', '0.09\xa0—\xa02.67', '<0.001\xa0—\xa00.23', '0.02\xa0—\xa00.66', '0.003\xa0—\xa00.07', -1, '0\xa0—\xa00.94', -1, -1, -1, -1, -1, -1, '0\xa0—\xa00.21', 'trace', '0.002\xa0—\xa00.009', -1, -1, -1, -1, 'trace\xa0—\xa00.05', -1, 'trace\xa0—\xa00.04', 'trace\xa0—\xa01.61', -1, -1, '0.006\xa0—\xa00.07', -1, -1, 'trace\xa0—\xa00.02', -1, -1, -1, -1, 'trace', '0.006\xa0—\xa00.05', -1, -1, '0.06', 'trace\xa0—\xa00.001', '0.009\xa0—\xa00.04', '<0.001\xa0—\xa00.009', 'trace\xa0—\xa00.001', 'trace\xa0—\xa00.01', '<0.001\xa0—\xa00.02', -1, -1, 'trace\xa0—\xa00.001', 'trace\xa0—\xa00.001', -1]"
FINGERED_CITRON_PEEL_OIL_(Citrus_medica_L.)_527.html,[]
ELDER_FLOWER_16630.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
JACKFRUIT_(Artocarpus_heterophyllus_Lam.)_13401.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
BLACK_CHOKE_BERRY_JUICE(Aronia_melanocarpa_Ell.)_22400.html,"['trace', '0.13', 'trace', '0.1', '0.03', '0.02', '0.05', '0.01', '0.14', '0.21', 'trace', 'trace', '0.04', '0.05', 'trace', 'trace', 'trace', 'trace', 'trace', '0.14', 'trace', '0.01', '0.12', '0.14', 'trace', 'trace', 'trace', 'trace', 'trace', 'trace', 'trace', 'trace', '0.06', 'trace', '1.1', 'trace', '0.1', '0.07', 'trace', 'trace', 'trace', 'trace', '2.8', 'trace', 'trace', 'trace', 'trace', 'trace', 'trace']"
BITTER_ORANGE_PEEL_OIL_504.html,"[-1, -1, -1, '14900', '200', '500', -1, -1, '2200', -1, -1, '962700\xa0—\xa0964000', '100', '500', '200', '1200', '400', -1, '4000\xa0—\xa04200', '3500', 'trace', 'trace', '600\xa0—\xa01500', 'trace', '100', -1, '100', '200', '1000', -1, -1, -1, -1, -1, 'trace', 'trace', -1, -1, '300', '100', '500', '100', '2000', 'trace\xa0—\xa0200', '100', '2000\xa0—\xa02200', -1, -1, -1, '2300', '700\xa0—\xa02600', '100', -1, -1, '300', '50', '100', '20', '600', '100', '200', '40', '1450\xa0—\xa01500', '200', '100', '100', '100', '10', '300', '100', '60', '40', '20', '10', '100', '150\xa0—\xa02500', '100\xa0—\xa0800', -1, -1, '100', '50', '250', '150', '100', '1300', '200', '500', '500', '100', '750', '50', '100', -1, '1700', '500', '900\xa0—\xa08600', '200', '200', -1, -1, '100', '200', '100', -1, -1, '50', '50', '100', '200', '100', -1, '2000', -1, -1, '5000', -1, -1, '500', -1, -1]"
BITTER_ORANGE_PEEL_OIL_(Sudachi)_536.html,"['20300', '784900', '24000', '5400', '11100', 'trace', '10200', '2300', '4100', '21700', '3600', '3000', '10800', '2900', '2300', '2800', '81100']"
CALAMONDIN_JUICE_(Citrus_mitis_Blanco)_525.html,"[-1, '3', '0.3', -1, '5.6', '2', '0.2', '0.2', '9', '11', '0.9', '20.6', '0.2', '2.4', '1.2', '0.5', '1.1', '0.4', '2.5', '0.3']"
APPLE_FRESH_(Braeburn)_27622.html,"['0\xa0—\xa00.03', '0.49', '0\xa0—\xa02.65', '2.05\xa0—\xa02.26', '0.02', '0.04\xa0—\xa00.72', '0.14\xa0—\xa00.53', '1.52', '0.32', '0.06', '0.04', '9.87\xa0—\xa010.61', '0.34\xa0—\xa00.54', '16.34\xa0—\xa025.83', '0.43', '2.98\xa0—\xa03.44', '0.01\xa0—\xa00.03', '0.09\xa0—\xa00.13', '0.38\xa0—\xa00.66', '0.04\xa0—\xa00.42', '0.34', '0\xa0—\xa00.09', '0.01', '0.27', '0.04']"
BITTER_ORANGE_PEEL_OIL_(Natsu-daidai)_538.html,"['20600', '830700', '5900', '8900', '3900', '4200', '800', 'trace', '13400', '4600', '3900', '800', '2100', '800', '1100', '89000']"
SATSUMA_MANDARIN_PEEL_OIL_(Citrus_unshiu)_514.html,"['trace', '<10', '<10', '<100', '200\xa0—\xa01000', '10000\xa0—\xa071500', '2500\xa0—\xa011100', -1, '0\xa0—\xa01000', '400', '2000\xa0—\xa03000', '600\xa0—\xa04100', '30000\xa0—\xa058000', -1, '1300\xa0—\xa011100', '674400\xa0—\xa0940000', '902520', '7280', '1830', 'trace\xa0—\xa010400', '<100', 'trace\xa0—\xa0580', '700\xa0—\xa01000', '300', '1600\xa0—\xa04600', '300\xa0—\xa01000', '5000\xa0—\xa025200', '1600\xa0—\xa014600', '230', '10', '100', '1000\xa0—\xa04500', '1000\xa0—\xa07700', '157', '13', -1, '4400', '100', '240', '700\xa0—\xa08600', 'trace', 'trace\xa0—\xa07800', '100', '200\xa0—\xa0700', '400', '400\xa0—\xa02300', -1, -1, '<100', '1000\xa0—\xa028000', -1, '200', '100', '<0.001', 'trace\xa0—\xa07500', '100', 'trace', '134.6\xa0—\xa0140', '<100', -1, '<0.1\xa0—\xa00.2', '90\xa0—\xa0200', '2.3\xa0—\xa0100', '<100\xa0—\xa03500', '320\xa0—\xa08200', '1455', '550', 'trace', '0\xa0—\xa02100', '330', '670', '4200', '100\xa0—\xa0300', '<100', '80', '9400', 'trace\xa0—\xa04100', 'trace\xa0—\xa05600', '100', '100\xa0—\xa0200', '100', '100', '100', '100', '200', '<100', -1, -1, '58.6\xa0—\xa061', -1, '48\xa0—\xa050', '<0.2', 'trace\xa0—\xa01000', '<0.1\xa0—\xa00.2', 'trace\xa0—\xa0500', '<0.1\xa0—\xa00.2', '430\xa0—\xa01300', '32\xa0—\xa0100', '4.6\xa0—\xa04.8', '<10\xa0—\xa0118', '<0.1\xa0—\xa00.2', '10\xa0—\xa0300', '2.8\xa0—\xa02.9', '0\xa0—\xa01000', '200', '<100', '<100', '<100', 'trace', '2800', 'trace\xa0—\xa0500', 'trace', 'trace\xa0—\xa07000', '<100\xa0—\xa0300', '<0.1\xa0—\xa00.2', -1, -1, 'trace', '<100\xa0—\xa0300', '100', '30\xa0—\xa0100', 'trace', 'trace', '<100\xa0—\xa0440', '400\xa0—\xa01100', '200\xa0—\xa0620', 'trace\xa0—\xa010', '<100', '20', '80\xa0—\xa0100', '30\xa0—\xa0300', 'trace', 'trace', 'trace', 'trace\xa0—\xa056', '<0.1\xa0—\xa00.2', -1, 'trace\xa0—\xa055', 'trace', '4.9\xa0—\xa05.1', 'trace\xa0—\xa05.8', 'trace', '6.4\xa0—\xa06.7', '<0.1\xa0—\xa00.2', '<100', -1, -1, 'trace\xa0—\xa014500', 'trace\xa0—\xa08100', '4100', '<100', 'trace', 'trace', '<100', '1600\xa0—\xa01700', '700\xa0—\xa0900', '<100', '3000\xa0—\xa03100', '<100']"
BLOOD-OF-MOMBUCA_ORANGE_PEEL_(C._sinensis_var._S.)_582.html,"['26200\xa0\xa031300', '1700\xa0\xa03800', -1, '27300\xa0\xa030200', '695800\xa0\xa0794500', -1, -1, '3600\xa0\xa03700', '5000\xa0\xa05100', -1, -1, '4300\xa0\xa026000', '1200\xa0\xa02700', -1, -1, -1, -1, '0\xa0\xa05300', '48500\xa0\xa076500', -1, '23500\xa0\xa071700', -1, '90\xa0\xa08500', '1500\xa0\xa014400', '2500\xa0\xa017600', -1, '1300\xa0\xa01600']"
KUMQUAT_PEEL_OIL_541.html,"['108800\xa0—\xa0142900', '20300\xa0—\xa027800', '560000\xa0—\xa0583900', -1, -1, '10800\xa0—\xa015600', -1, '200\xa0—\xa01800', '0\xa0—\xa0100', '5900\xa0—\xa056900', '14400\xa0—\xa053900', -1, '100\xa0—\xa0900', '3400\xa0—\xa010800', '600\xa0—\xa05900', '1100\xa0—\xa04300', '2300\xa0—\xa010500', '14800\xa0—\xa024000', '0\xa0—\xa0600', '100\xa0—\xa0200', '900\xa0—\xa014900', '200\xa0—\xa0500', -1, '1100\xa0—\xa02500', '400\xa0—\xa09400', '500\xa0—\xa01600', '600\xa0—\xa05900', '0\xa0—\xa08200', '2600\xa0—\xa07800', -1, -1, '7700\xa0—\xa012200', '21400\xa0—\xa028700', '32900\xa0—\xa051600', -1, '0\xa0—\xa01000', '700\xa0—\xa01100', -1, '1600\xa0—\xa024800', -1, -1]"
CHINESE_QUINCE_FRUIT_23010.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"AMBARELLA_FRUIT_(ripe,_Spondias_cytherea_S.)_33101.html","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
SOUR_CHERRY_(Prunus_cerasus_L.)_420.html,"[-1, -1, '129\xa0—\xa0199', '0\xa0—\xa00.3', '0\xa0—\xa00.02', '0\xa0—\xa00.019', 'trace', '0.01\xa0—\xa00.02', -1, '0.005\xa0—\xa00.3', '0.06\xa0—\xa00.12', '0\xa0—\xa00.01', -1, -1, -1, -1, '0.01\xa0—\xa00.04', '0.001\xa0—\xa00.1', -1, -1, '0.4\xa0—\xa02.5', '0\xa0—\xa00.05', '0.01\xa0—\xa00.07', -1, -1, '0\xa0—\xa00.016', '0\xa0—\xa00.01', '0.002\xa0—\xa00.05', -1, -1, -1, '0\xa0—\xa00.002', -1, '0.0004\xa0—\xa00.002', -1, '0.2\xa0—\xa08.9', '0\xa0—\xa00.005', '0.8\xa0—\xa04.7', -1, -1, -1, -1, '4.3\xa0—\xa013.7', -1, '0\xa0—\xa00.39', -1, '2.1', -1, '0.03\xa0—\xa00.16', -1, '0.2\xa0—\xa00.8', -1, '0.07\xa0—\xa00.35', -1, 'trace\xa0—', '5\xa0—\xa06', '3\xa0—\xa07', '10\xa0—\xa020', 'trace', 'trace', '9\xa0—\xa012', '12\xa0—\xa021', -1, -1, -1, '0\xa0—\xa00.01', -1, -1, '0.01\xa0—\xa00.03', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.003\xa0—\xa00.06', '0.02\xa0—\xa00.05', -1, -1, -1]"
APPLE_JAM_27750.html,"[-1, -1]"
DRAGON_FRUIT_(Hylocereus_costaricensis)_36501.html,"[-1, -1, -1]"
