CAS Number,Compound Name
3360-41-6,4-phenyl-1-butanol (=benzenebutanol)
701-70-2,1-phenyl-2-butanol
2344-70-9,4-phenyl-2-butanol
1565-75-9,2-phenyl-2-butanol
3280-08-8,2-methyl-3-phenyl-2-butanol
69617-84-1,frambinol
62559-36-8,"2-phenyl-1,3-butanediol"
137390-72-8,"(Z)-4-(3,4-dimethoxyphenyl)-3-buten-1-ol"
69768-97-4,"(E)-4-(3,4-dimethoxyphenyl)-3-buten-1-ol"
,"(E)-1-(2,6,6-trimethyl-2-cyclohexenyl)-2-buten-1-ol"
13215-89-9,"3,4-didehydro-β-ionol"
,"2,3-dehydro-4-oxo-β-ionol"
79925-79-4,"4-(2,6,6-trimethyl-2,4-cyclohexadienyl)-3-buten-2-ol"
79925-80-7,"4-(6,6-dimethyl-2-methylene-3-cyclohexenyl)-3-buten-2-ol"
79925-81-8,"4-(2,6,6-trimethyl-1,3-cyclohexadien-1-yl)-3-butyn-2-ol"
705-73-7,1-phenyl-2-pentanol
10415-87-9,1-Phenyl-3-methyl-3-pentanol
98474-27-2,"1,2,3,4-tetrahydro-4,4,7-trimethyl-1-naphthol"
,"5β,7α,10α-selina-3,11-dien-5-ol"
,"1,2,5,6,7,8-hexahydro-2,5-dimethyl-2-naphthol"
,"1,2-dihydro-1,1,6-trimethylnaphthol (unkn.str.)"
20489-45-6,valerianol
19700-21-1,geosmin
,"decahydro-α,α,4a,8-tetramethyldidehydro-2-naphthalenemethanol (unkn.str.)"
596-85-0,manool
1438-62-6,13-epimanool
515-03-7,sclareol
112239-38-0,3-α-hydroxymanool
1908-44-7,torulosol
112239-37-9,3-α-acetoxymanool
89-78-1,menthol
89-78-1,dl-menthol
2216-51-5,l-menthol
15356-60-2,d-menthol
3623-51-6,neomenthol
20747-49-3,"(1S,3R,4R)-(-)neomenthol (=l-neomenthol)"
2216-52-6,(+)-neomenthol (=d-neomenthol)
3623-52-7,isomenthol
20752-33-4,(-)-isomenthol
23283-97-8,(+)-isomenthol
491-02-1,neoisomenthol
20752-34-5,(+)-neoisomenthol
64282-88-8,(-)-neoisomenthol
3564-95-2,8-hydroxyneomenthol
21129-27-1,p-menthol-1
3901-95-9,cis-p-menthol-1
3901-93-7,trans-p-menthol-1
13828-37-0,p-menth-7-ol
498-81-7,p-menth-8-ol
7322-63-6,cis-p-menthol-8
5114-00-1,trans-p-menth-8-ol
120523-29-7,α-phellandrol
122554-35-2,β-phellandrol
30681-15-3,β-phellandren-6-ol
1686-20-0,"α-phellandren-8-ol (=p-1,5-menthadien-8-ol)"
65293-09-6,β-phellandren-8-ol
58985-02-7,dihydroterpineol (unkn.str.)
98-55-5,α-terpineol (=p-1-menthen-8-ol)
5502-74-9,"p-menth-1-ene-7,8-diol"
10482-56-1,(-)-α-terpineol
7785-53-7,(+)-α-terpineol
138-87-4,β-terpineol
7299-40-3,cis-β-terpineol
7299-41-4,trans-β-terpineol
586-81-2,γ-terpineol
7299-42-5,δ-terpineol
822-66-2,3-cyclohexen-1-ol
586-82-3,1-terpineol (=p-3-menthen-1-ol)
562-74-3,4-terpineol (=terpinen-4-ol)
20126-76-5,(-)-terpinen-4-ol
2438-10-0,(+)-terpinen-4-ol
55708-42-4,5-terpineol
8000-41-7,terpineol (unkn.str.)
,iso-β-terpineol
203569-58-8,3-[(E)-1-propenyl]-α-terpineol
55853-55-9,β-sesquiphellandrol
56144-26-4,cis-β-sesquiphellandrol
56144-27-5,trans-β-sesquiphellandrol
619-62-5,p-2-menthen-1-ol
29803-81-4,cis-p-2-menthen-1-ol
29803-82-5,trans-p-2-menthen-1-ol
822-67-3,2-cyclohexen-1-ol
72687-68-4,p-2-menthen-7-ol
,p-1-menthen-2-ol
15714-11-1,p-menth-4(8)-en-9-ol
586-23-2,carvotanacetol
536-30-1,cis-carvotanacetol
38049-26-2,dihydrocarveol
619-01-2,dihydrocarveol (isomer unspecified)
18675-35-9,isodihydrocarveol
18675-33-7,neodihydrocarveol
18675-34-8,neoisodihydrocarveol
491-05-4,isopiperitenol
4017-76-9,cis-isopiperitenol
4017-77-0,trans-isopiperitenol
491-04-3,piperitol
16721-38-3,cis-piperitol
16721-39-4,trans-piperitol
50373-36-9,isopulegol
529-02-2,pulegol
22472-79-3,(+)-trans-pulegol
22472-80-6,(-)-cis-pulegol
29141-10-4,neoisopulegol
59905-54-3,isoisopulegol
21290-09-5,neoisoisopulegol
21425-79-6,p-3-menthen-7-ol
,p-4(8)-menthen-7-ol
18479-64-6,p-8-menthen-7-ol (=shisol)
18479-65-7,p-menth-3-en-8-ol
24302-23-6,(+)-p-menth-3-en-8-ol
18479-68-0,p-1-menthen-9-ol
13835-75-1,trans-p-1-menthen-9-ol
15714-10-0,p-3-menthen-9-ol
,p-menthen-9-ol (unkn.str.)
,trans-p-menthen-9-ol (unkn.str.)
5502-99-8,p-8-menthen-10-ol (=dihydrolimonen-10-ol)
41747-12-0,"m-4,6-menthadien-8-ol"
22771-44-4,"p-2,8-menthadien-1-ol"
3330-45-8,"p-2,8-menthadien-1-yl hydroperoxide"
3886-78-0,"cis-p-2,8-menthadien-1-ol"
123406-79-1,"cis-p-2,8-menthadien-1-yl hydroperoxide"
7212-40-0,"trans-p-2,8-menthadien-1-ol"
123406-80-4,"trans-p-2,8-menthadien-1-yl hydroperoxide"
55708-38-8,"p-3,8-menthadien-1-ol"
95259-30-6,"trans-p-1(7),5-menthadien-2-ol"
29332-99-8,"cis-p-1(7),5-menthadien-2-ol"
35907-10-9,"isocarveol (=p-1(7),8-menthadien-2-ol)"
22626-43-3,"cis-isocarveol (=cis-p-1(7),8-menthadien-2-ol)"
21391-84-4,"trans-isocarveol (=trans-p-1(7),8- menthadien-2-ol)"
77026-83-6,"(E)-p-mentha-1(7),8-dien-2-hydroperoxide"
77026-84-7,"(Z)-p-mentha-1(7),8-dien-2-hydroperoxide"
28982-60-7,dehydrocarveol (unkn.str.)
99-48-9,"carveol (=p-1(6),8-menthadien-2-ol)"
1197-06-4,"cis-carveol (= cis-p-1(6),8-menthadien-2-ol)"
1197-07-5,"trans-carveol (=trans-p-1(6),8-menthadien-2-ol)"
,carveol I
,carveol II
94268-57-2,"p-1,8-menthadien-2-hydroperoxide"
,"trans-p-1(10),5-menthadien-2-ol"
55708-39-9,"p-1(7),2-menthadien-4-ol"
3419-02-1,"limonen-4-ol (=p-1,8-menthadien-4-ol)"
123314-26-1,"p-mentha-1,8-dien-3-hydroperoxide"
32495-14-0,"p-mentha-1,8-dien-4-yl-hydroperoxide"
1199-39-9,"p-mentha-6,8-dien-2-hydroperoxide"
79391-24-5,"trans-p-mentha-6,8-dien-2-hydroperoxide"
79391-23-4,"cis-p-mentha-6,8-dien-2-hydroperoxide"
20019-62-9,"p-1,8-menthadien-5-ol"
58461-28-2,"trans-p-1,8-menthadien-5-ol"
114618-55-2,"p-mentha-1,4-dien-3-hydroperoxide"
22539-72-6,"p-1,4-menthadien-7-ol"
19876-45-0,"p-1,5-menthadien-7-ol"
536-59-4,"perilla alcohol (=p-1,8-menthadien-7-ol)"
57717-97-2,(4R)-(+)-perilla alcohol
18457-55-1,(4S)-(-)-perilla alcohol
,p-menthadien-8-ol (unkn.str.)
3269-90-7,"limonen-10-ol (=p-1,8(10)-menthadien-9-ol)"
29548-13-8,"p-1(7),8(10)-menthadien-9-ol"
,"p-4,8-menthadien-9-ol"
65391-05-1,p-menthadienol (unkn.str.)
,menthadienol (unkn.str.)
38748-97-9,trans-caran-cis-3-ol
20688-46-4,"p-menthane-1,2-diol"
139563-36-3,trans-3-caren-2-ol
4017-82-7,trans-2-caren-4-ol
17948-62-8,"p-menthane-1,3-diol (=1-hydroxymenthol)"
,"p-menthane-1,4-diol"
80-53-5,"p-menthane-1,8-diol (=terpin)"
565-48-0,"cis-p-menthane-1,8-diol (=cis-terpin)"
565-50-4,"trans-p-menthane-1,8-diol (=trans-terpin)"
23477-93-2,"p-menthane-2,3-diol"
,"p-menthane-2,5-diol"
38618-26-7,"trans,trans-p-menthane-2,5-diol"
42822-86-6,"p-3,8-menthanediol (=8-hydroxymenthol)"
33669-76-0,hydroxyisocarvomenthol
1946-00-5,"p-8-menthene-1,2-diol"
,"trans-p-8-menthene-1,2-diol"
,"p-2-menthene-1,4-diol"
40735-19-1,"trans-p-2-menthene-1,4-diol"
,"p-2-menthene-1,8-diol"
54164-91-9,"cis-p-2-menthene-1,8-diol"
78037-71-5,"cis-p-1-menthene-3,6-diol"
22555-61-9,"p-menthane-1,2,4-triol"
127643-61-2,"1-(3-oxo-(E)-1-butenyl)-2,6,6-trimethyl-(E,Z)-1,2,4-cyclohexanetriol"
472-78-6,"α-ionol (=4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-3-buten-2-ol)"
25312-34-9,(E)-α-ionol
22029-76-1,"β-ionol (=4-(2,6,6-trimethyl-1-cyclohexen-1-yl)-3-buten-2-ol)"
,ionol
3293-47-8,dihydro-β-ionol
133833-16-6,(E)-3-hydroxy-retro-α-ionol
33759-63-6,3-hydroxy-β-ionol
27185-80-4,4-hydroxy-β-ionol
113110-02-4,"7,8-dihydro-4-hydroxy-β-ionol"
172705-13-4,"3-hydroxy-7,8-dihydro-β-ionol"
57069-86-0,dehydrodihydroionol
27185-79-1,"1-(3-hydroxybutyl)-2,6,6-trimethyl-3-oxocyclohexene (=dihydro-4-oxo-β-ionol)"
515-69-5,α-bisabolol
23089-26-1,(-)-α-bisabolol
23178-88-3,(+)-α-bisabolol
78148-59-1,epi-α-bisabolol
235421-59-7,epi-β-bisabolol
15352-77-9,β-bisabolol
,bisabolol (unkn.str.)
51367-98-7,β-bisabolen-12-ol
4871-97-0,curcumol
6754-68-3,zingiberol
58334-55-7,zingiberenol
639-99-6,elemol
,α-elemol
32142-08-8,β-elemol
72274-51-2,7-hydroxygermacrene
,hydroxygermacrene (unkn.str.)
198991-79-6,germacrene D-4-ol
74841-87-5,"(E,E)-1(10),5-germacradien-4-ol"
65882-79-3,"germacra-4(15),5,10(14)-trien-1-ol"
81968-62-9,"germacra-4(15),5,10(14)-trien-1α-ol"
83448-52-6,turmerol
120710-98-7,ar-turmerol
13215-90-2,"4,6,8-megastigmatrien-3-ol"
,"1,2-epoxy-2,6,6-trimethyl-1-(3-oxo-1-butenyl)-4-cyclohexanol"
24405-58-1,humulol
80408-11-3,humulen-7-ol
19888-00-7,humulenol II
19888-01-8,humulenol (unkn.str.)
43119-66-0,3-pinen-2-ol
38211-97-1,cis-3-pinen-2-ol
38211-98-2,trans-3-pinen-2-ol
497-36-9,endo-2-norbornanol
497-37-0,exo-2-norbornanol
106928-44-3,endo-5-norbornen-2-ol
71030-14-3,exo-5-norbornen-2-ol
,santenol
465-31-6,camphene hydrate
3570-04-5,6-camphenol
58437-72-2,(Z)-patchenol
58437-71-1,(E)-patchenol
5947-36-4,pinocarveol
547-61-5,trans-(-)-pinocarveol
6712-79-4,cis-pinocarveol
19889-99-7,cis-(+)-pinocarveol
25465-95-6,pinocampheol
27779-29-9,isopinocampheol
4948-28-1,cis-pinene hydrate
4948-29-2,trans-pinenehydrate
54275-23-9,epi-longipinanol
18680-27-8,"cis-2,3-pinanediol"
515-88-8,verbanol
473-65-4,isoverbanol
94480-82-7,neoverbanol
94480-81-6,neoisoverbanol
473-67-6,verbenol
1845-30-3,cis-verbenol
1820-09-3,trans-verbenol
168564-54-3,2-pinen-5-ol
55722-60-6,3-chrysanthenol
28296-85-7,α-acorenol
28400-11-5,β-acorenol
514-99-8,myrtanol
15358-92-6,cis-myrtanol
15358-91-5,trans-myrtanol
515-00-4,myrtenol
58434-29-0,myrtenyl hydroperoxide
507-70-0,endo-borneol
464-45-9,"(1S,2R)-(-)-borneol"
124-76-5,isoborneol
2371-42-8,2-methylisoborneol
98205-39-1,"1,3-dimethyl-3-(4-methyl-3-pentenyl)-2-norbornanol"
98205-40-4,"2,3-dimethyl-3-(4-methyl-3-pentenyl)-2-norbornanol"
18530-03-5,campherenol
,isocampherenol
1632-73-1,fenchol (=fenchyl alcohol)
14575-74-7,α-fenchol (=α-fenchyl alcohol)
22627-95-8,β-fenchol
470-08-6,(-)-β-fenchol (=isofenchyl alcohol)
,fenchol (unkn.str.)
35732-36-6,3-isothujanol
7712-79-0,(+)-3-thujanol
35732-37-7,thujyl alcohol
21653-20-3,(-)-thujyl alcohol
3284-85-3,(+)-thujol
31187-53-8,neoisothujyl alcohol
21653-18-9,(-)-3-isothujanol
21653-19-0,(+)-3-neothujanol
67671-05-0,exo-5-norbornene-2-methanol
67671-06-1,endo-5-norbornene-2-methanol
69651-92-9,cis-2-thujen-4-ol
97631-68-0,trans-2-thujen-4-ol
471-16-9,sabinol (=4(10)-thujenol)
3310-02-9,cis-sabinol (=cis-4(10)-thujenol)
546-79-2,sabinene hydrate (=4-thujanol)
15537-55-0,cis-sabinene hydrate (=cis-4-thujanol)
17699-16-0,trans-sabinene hydrate (=trans-4-thujanol)
,sesquisabinene hydrate
58319-05-4,cis-sesquisabinene hydrate
145512-84-1,trans-sesquisabinenehydrate
,"3,3a,6,7-tetrahydro-3,3a,7,7-tetramethyl-2H-inden-2-ol"
,"1,4,5,7a-tetrahydro-1,4,4,7a-tetramethyl-2H-indene-1,2-diol"
21966-93-8,copaborneol
153408-92-5,14-hydroxy-δ-cadinene
481-34-5,α-cadinol
,cis-α-cadinol
,trans-α-cadinol
19435-97-3,δ-cadinol (=torreyol)
,cadinol (unkn.str.)
5937-11-1,cadinol-T
,"5,10(15)-cadinen-4-ol"
,cadinenol (unkn.str.)
114791-16-1,"1,4-cadinadien-3-ol"
394251-66-2,"amorpha-4,9-dien-2-ol"
88034-74-6,(Z)-α-trans-bergamotol
23445-02-5,cubebol
38230-60-3,epi-cubebol
,cis-α-copaen-8-ol
41370-56-3,α-copaen-11-ol
126060-41-1,β-copaen-4α-ol
105661-29-8,14-hydroxy-α-muurolene
135118-51-3,15-hydroxy-α-muurolene
104245-48-9,α-muurolol
39599-18-3,(E)-nuciferol
92691-77-5,gossonorol
19912-62-0,T-muurolol
21284-22-0,cubenol
19912-67-5,epicubenol
81939-29-9,1-epicubenol
73365-77-2,"1,10-di-epi-cubenol"
472-07-1,junenol
119120-23-9,"eudesma-4(15),7-dien-1β-ol"
473-04-1,juniper camphor
50763-67-2,nootkatol
6168-59-8,11-eudesmen-4-ol (=intermedeol)
,5-epineointermedeol
6770-16-7,dihydroeudesmol
473-16-5,α-eudesmol
473-15-4,β-eudesmol
1209-71-8,γ-eudesmol
123123-38-6,7-α-epi-eudesmol
446050-56-2,5-epi-7-epi-α-eudesmol
15051-81-7,10-γ-epi-eudesmol
,eudesmol (unkn.str.)
16641-47-7,11-selinen-4-ol
75479-20-8,cis-selinen-4-ol
136734-38-8,β-selinenol
65018-15-7,α-costol
515-20-8,β-costol
21657-90-9,hedycaryol
95908-33-1,5-hydroxycalamenene
81275-80-1,5-hydroxy-cis-calamenene
66219-01-0,calamol (=allyltrimethoxybenzene)
115232-02-5,calamenol
30167-28-3,calamendiol (=calameon)
25330-21-6,isocalamendiol
1891-45-8,himachalol
19435-77-9,allohimachalol
489-86-1,guaiol
23811-08-7,hinesol
1460-73-7,agarospirol
38284-08-1,"4,11,11-trimethyl-8-methylenebicyclo[7.2.0]undec-3-en-5-ol"
,"2,7(15)-caryophylladien-4α-ol"
,"2(12),6-caryophylladien-5β-ol"
,"3(12),6-caryophylladien-4-ol"
19431-79-9,"caryophylla-4(12),8(13)-dien-5α-ol"
19431-80-2,"caryophylla-4(12),8(13)-dien-5β-ol"
38284-26-3,"2(12),6(13)-caryophylladien-5-ol"
,"11,11-dimethyl-4,8-dimethylenebicyclo[7.2.0]undecan-5-ol"
,"3(12),7(13)-caryophylladien-6α-ol"
,caryophylladienol (unkn.str.)
4586-22-5,α-caryophyllene alcohol
472-97-9,β-caryophyllene alcohol
78683-81-5,14-hydroxy-β-caryophyllene
56747-96-7,caryophyllene alcohol (unkn.str.) (=hydroxycaryophyllene (unkn.str.))
,isocaryophyllene alcohol (unkn.str.)
123355-03-3,14-hydroxy-9-epi-β-caryophyllene
79768-25-5,(E)-14-hydroxy-9-epicaryophyllene
32214-88-3,caryophyllenol I
32214-89-4,caryophyllenol II
,caryophyllenol III
,caryophyllenol IV
,caryophyllenol (unkn.str.)
465-24-7,longiborneol
220766-71-2,cubeban-11-ol
52104-11-7,caryolan-1-ol
,isocaryolanol
487-87-6,β-betulenol
70223-62-0,vulgarol B
22451-73-6,bulnesol
465-28-1,carotol
198404-98-7,"1-{methyl-2-[(1,2,2-trimethylbicyclo[3.1.0]hex-3-yl)methyl]cyclopropyl}methanol"
33440-00-5,fokienol
10219-71-3,eremoligenol
128-50-7,nopol
,"3-methyl-1,2-indandiol"
19431-84-6,curcumenol
24063-71-6,isocurcumenol
31946-48-2,curcumadiol
887-08-1,daucol
28231-03-0,cedrenol
77-53-2,cedrol
6892-80-4,widdrol
19903-73-2,epi-cedrol
62600-05-9,"8S,14-cedranediol"
62600-04-8,"8S,13-cedranediol"
,cedranediol (unkn.str.)
131435-09-1,endo-1-bourbonanol
,β-bourbonen-13-ol
577-27-5,ledol
38142-56-2,β-atlantol
257293-90-6,"muurola-4,10(14)-dien-1-β-ol"
24268-34-6,khusinol
5986-55-0,patchoulol (=patchouli alcohol)
552-02-3,viridiflorol
51371-47-2,globulol
489-41-8,(-)-globulol
88728-58-9,epiglobulol
6750-60-3,spathulenol
131485-70-6,(Z)-sesquilavandulol
78392-83-3,thujopsan-2-α-ol
21698-41-9,pogostol
77171-55-2,(-)-spathulenol (=β-spathulenol)
88395-46-4,isospathulenol
104407-43-4,"4,4-dimethyltricyclo[6.3.2.0(2,5)]tridec-8-en-1-ol"
5986-49-2,palustrol (ledum)
236093-28-0,valencene hydrate
,"4β,5β,7α,10α-selin-11-en-5-ol"
,10-santalen-2-ol
115-71-9,α-santalol
77-42-9,β-santalol
37172-32-0,(E)-β-santalol
79081-90-6,(Z)-epi-β-santalol
29550-55-8,teresantalol
21446-02-6,tricyclohumuladiol
11023-21-5,clovan-2-ol
2649-64-1,clovandiol
1153-51-1,5α-androst-16-en-3α-ol
83-46-5,β-sitosterol
,sitosterol (unkn.str.)
21852-80-2,falcarinol
472-70-8,β-cryptoxanthin
55297-87-5,falcarindiol
,cartol
511-15-9,trans-totarol
21414-53-9,"8,13-abietadien-18-ol"
11056-03-4,vulgarol A
